,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.18214535539046395,0.0022668765335024797,0.10791850961796234,0.001343091820590712
2,0.1,0.7656526998006896,0.005202438534638465,0.45363823892368915,0.003082370186347517
3,0.15,1.777481278476202,0.009228220425129621,1.0531321539095622,0.005467588193896745
4,0.2,3.152625790171646,0.015228615970141286,1.867885546294238,0.009022736459674713
5,0.25,4.608714170804495,0.024054787747716327,2.7305970196286613,0.014252116598554103
6,0.3,5.721062678854306,0.033153563173395344,3.3896475504926746,0.01964301048757406
7,0.35,6.37887473588531,0.03930275626054952,3.7793917558902312,0.02328631916210037
8,0.4,6.714102233730285,0.0432642277243977,3.978009238465263,0.02563343416459999
9,0.45,6.834620899426,0.046050018678967124,4.049414818668753,0.0272839753342052
10,0.5,6.802262729158734,0.04817427237140975,4.030243067065635,0.028542565167843436
11,0.55,6.651627052509623,0.04989822972702645,3.9409935899959803,0.02956398516542861
12,0.6,6.406611514537506,0.051317631133999946,3.7958253992698916,0.03040496013326047
13,0.65,6.089152903203697,0.052484278933423195,3.6077357270018813,0.031096182215168272
14,0.7,5.717059897083487,0.053469868104778946,3.387275959726022,0.03168012965780443
15,0.75,5.301458646898308,0.05433323662110258,3.141038182104959,0.03219166311597569
16,0.8,4.848845468076764,0.05510684168692554,2.8728713678199624,0.03265001301766575
17,0.85,4.364062815275009,0.055808762375095515,2.585644601774483,0.0330658909541354
18,0.9,3.851446464472618,0.05646016889290679,2.281926769026007,0.03345183996945298
19,0.95,3.3144353197337644,0.05708943635935769,1.963755370890609,0.0338246719144942
20,1.0,2.7560314860231774,0.057732991538323626,1.6329091114852046,0.03420596912419819
