,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-2.8813971404948733,0.22068458436770463
1,0.1,-0.1909045243782037,0.00481370729414123,-0.11310819156523114,0.002852052503931336,-6.793323756437562,0.2539449412650481
2,0.2,-0.5216933218423163,0.008753437544766117,-0.30909580785178936,0.005186286149542584,-9.885791808614721,0.24785846319673727
3,0.3,-1.0039338976934262,0.012324739300219652,-0.594816429778141,0.007302231198036178,-13.758934522035325,0.24464532754451462
4,0.4,-1.6596486996017488,0.015811132159771795,-0.9833180416072634,0.009367868943994707,-18.588218859732237,0.2674750963343
5,0.5,-2.523985665275143,0.019399541326081092,-1.4954252921227935,0.011493949887960453,-23.947908117921564,0.3833667289510306
6,0.6,-3.650153099059195,0.023255084127802406,-2.162663338208173,0.013778303678031407,-31.310027373486026,0.42452602962722946
7,0.7,-5.11428080380727,0.02754079785939665,-3.0301379957313506,0.016317527571890304,-41.81289368681492,0.6056870792821788
8,0.8,-7.010362088239401,0.0322826978759915,-4.153538951477819,0.019127035294177794,-53.60754799366791,0.7359809807459199
9,0.9,-9.430737352602804,0.0373045726005232,-5.587576567679122,0.022102424013795672,-67.88548317215214,0.772586353590955
10,1.0,-12.454409163612521,0.042954354298439905,-7.379058731572374,0.02544983860583381,-82.38296277215971,0.6866618731440465
