,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-3.0866750838189954,0.26775926144977164
1,0.1,-0.1869604837029506,0.0046895903320199215,-0.11077140405487433,0.0027785149847246184,-6.487174910443259,0.29472015986554106
2,0.2,-0.5090759598201053,0.008567832066975868,-0.3016202018895713,0.005076317567049142,-9.989778458384112,0.29329930056519465
3,0.3,-0.9780744697083961,0.012094187803341896,-0.5794950897322472,0.007165632744126107,-13.573226705127135,0.25526971020096506
4,0.4,-1.6158349114637023,0.015531035299602414,-0.9573590007827578,0.0092019155732192,-17.880709221218797,0.3407433668908443
5,0.5,-2.4580231106617987,0.019089078165758614,-1.4563434249557416,0.0113100049200448,-22.808890536210377,0.3720163582745157
6,0.6,-3.559779517281944,0.02296462840030347,-2.1091182876998547,0.013606212826993834,-31.648436316682556,0.4603822364605811
7,0.7,-5.000884798906988,0.02731963538131998,-2.9629524898520705,0.016186491976904725,-40.13959401974849,0.5683009218993884
8,0.8,-6.88150642089184,0.032173805573296105,-4.077193817416252,0.019062518167235063,-52.97054137065919,0.5800126749870921
9,0.9,-9.29822517865083,0.03732240286910122,-5.509065005918585,0.022112988192096585,-67.57968501306038,0.7208337845697995
10,1.0,-12.314044900787964,0.04290285099189831,-7.295894919817868,0.02541932363568565,-82.84802629555435,0.8138282072782786
