,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-3.4372224744434288,0.22129843655087586
1,0.1,-0.19943983378184438,0.004821138810832075,-0.11816523992089459,0.002856455570942064,-6.441719230139801,0.25766400247634624
2,0.2,-0.5390670362048029,0.008756881104110381,-0.31938948433071157,0.005188326409045317,-10.04329738690547,0.26571201746431233
3,0.3,-1.0303583874970785,0.012340066251744084,-0.6104725608439705,0.007311312196900835,-13.980436774886826,0.2772900553252864
4,0.4,-1.69506640947463,0.015826343870116152,-1.0043025265279415,0.009376881664113669,-19.343896433074022,0.3647086810959109
5,0.5,-2.56775115413639,0.019396898486957033,-1.5213557163188014,0.01149238404369933,-25.095758930514197,0.3681091337092681
6,0.6,-3.7009929867187337,0.023229938655540305,-2.192785242187555,0.013763405346507397,-31.767214322045138,0.44266910070591486
7,0.7,-5.169540407685923,0.02748513378983339,-3.0628785181557583,0.01628454740935111,-40.79707596912935,0.5288420674489474
8,0.8,-7.062788889459845,0.03215590046991913,-4.184601078972746,0.019051909650389512,-53.41881133906953,0.6729309051366855
9,0.9,-9.462731890890954,0.0370330136613703,-5.606532872552063,0.021941529238718966,-65.9242474540232,0.697685969858735
10,1.0,-12.435120569787298,0.04245819321992932,-7.367630516486779,0.025155870285815334,-81.29483649478853,0.6826615687479612
