,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.17953655530295975,0.0022293350197962708,0.10637283299759982,0.0013208490123714667
2,0.1,0.761786968403424,0.005104205169195607,0.45134784853694576,0.0030241683267907683
3,0.15,1.7781360544000364,0.009025692141962518,1.0535200992496039,0.005347593092028654
4,0.2,3.178717441287379,0.014776204892816374,1.8833444752130983,0.008754689387626687
5,0.25,4.71768567685031,0.0231704200553532,2.795161073420092,0.013728141429878996
6,0.3,5.958673309700835,0.03260499662892165,3.5304284399936523,0.019317992680894503
7,0.35,6.688742301991974,0.03950094314328597,3.962983842778698,0.023403742046504413
8,0.4,7.032741734527278,0.04375485805123437,4.166798570796618,0.02592412559360779
9,0.45,7.136353819284359,0.046585103284751274,4.228187244372313,0.02760100528565223
10,0.5,7.083743432679203,0.048662958976054,4.197016345171056,0.028832104969341067
11,0.55,6.919418551894321,0.05031094994167045,4.099656211065862,0.029808515970829084
12,0.6,6.668806070827532,0.051675520950070726,3.951171911862021,0.030617004714221702
13,0.65,6.348360872760093,0.05283623931682374,3.7613127298063618,0.03130471369234884
14,0.7,5.970147916652184,0.05383849920326266,3.537226979972819,0.03189853829447767
15,0.75,5.544319950056982,0.054711337464470274,3.2849300196133915,0.03241568244061927
16,0.8,5.079837111135394,0.055479680188030005,3.0097306020269126,0.03287091448002329
17,0.85,4.583773132030041,0.05617151127786562,2.7158198120128376,0.03328081447424702
18,0.9,4.060828168865777,0.05681133714917409,2.4059824246365458,0.03365990212267267
19,0.95,3.514451708224234,0.057425259701225424,2.0822622112038642,0.03402364242610346
20,1.0,2.9476524816099055,0.05805640163991789,1.746441801961442,0.03439758496905258
