,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2.5955967604324184e+19,2.6202416658220593e+19
1,0.05,4.5164311936046735,0.10232854138136797,2.675920679728783,0.060628192542072204,94465.76951245418,2607.8929083846297
2,0.1,8.309702900094251,0.12199724116241459,4.923379739350634,0.07228161495267088,8633.229935673817,236.3489491588819
3,0.15,11.027511481314761,0.12996205167670946,6.533642328168651,0.07700065090200686,2123.637197730748,52.28200627134895
4,0.2,13.178527155999987,0.1345501485927274,7.808088252300398,0.07971903249399419,738.133207197052,17.023891419330248
5,0.25,14.88011896422649,0.13750348907354612,8.816256983961352,0.08146884435387451,314.1651516902944,8.265318509899396
6,0.3,16.171663072230285,0.13959828609591224,9.581478336670779,0.08270998153314146,142.93458705706794,3.8989677804861347
7,0.35,17.047363749262537,0.1411579081873317,10.100318423118072,0.08363403524459861,58.39693529104853,2.7092474305502883
8,0.4,17.513785869519268,0.1422945079305146,10.376666837070502,0.08430745428431835,18.092096967822922,1.448736133787257
9,0.45,17.581195616189348,0.1431526387499532,10.416606144766625,0.08481588448223655,-6.503843729407509,0.8892212281576545
10,0.5,17.250206451146326,0.1438239313920636,10.22049981356447,0.08521361574087204,-20.242710612846643,0.6688578648354178
11,0.55,16.527646150228023,0.14435167104972105,9.792393202681916,0.0855262939159405,-30.282739381780633,0.5167633037843145
12,0.6,15.434045809922345,0.14476739975540862,9.144450692204574,0.08577260720911797,-36.422182297597566,0.32510879147401983
13,0.65,14.006477032137642,0.14509581687660375,8.298636674353823,0.08596718964124435,-40.91978008521925,0.282529222576466
14,0.7,12.302472785675405,0.14535626386606085,7.289038607652247,0.08612150074556234,-43.55423530994923,0.2860245243706602
15,0.75,10.404647003166772,0.14556362676402662,6.164604061825791,0.08624436028733082,-46.281273914168295,0.17405820988079138
16,0.8,8.425344460284581,0.14572954445306352,4.991895704519679,0.08634266413747146,-47.93674921425152,0.18232003116770118
17,0.85,6.510822367017478,0.14586232059757648,3.8575688341301837,0.08642133209800189,-49.04856413811665,0.18228830786072525
18,0.9,4.844659965823687,0.1459654203024249,2.8703915177892747,0.08648241719383341,-49.94644763470455,0.16095172231161742
19,0.95,3.6497553678598864,0.14603562169567955,2.1624276881792936,0.0865240105120759,-50.32750787018279,0.16538089834155334
20,1.0,3.1875628739009008,0.1460623762817854,1.8885852671209187,0.0865398622204645,-50.80151042427915,0.13865583534991532
