,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-3.530030199705757,0.22553751207324793
1,0.1,-0.2065143170676631,0.004839282922267539,-0.12235676976191688,0.0028672056966329434,-6.616844054709027,0.22247623729001706
2,0.2,-0.5535182917552302,0.008772835248311319,-0.32795164589539816,0.005197779010571743,-10.186695502803792,0.2691941912041821
3,0.3,-1.052100984158498,0.01234669514696772,-0.6233547373995838,0.007315239722208384,-14.032809251919375,0.3099324508572964
4,0.4,-1.7237846511663584,0.015821334810433678,-1.0213176726763347,0.009373913868122597,-19.596516064037147,0.3408765036432576
5,0.5,-2.6025671498863057,0.019379741514727402,-1.5419836942551133,0.011482218783824273,-24.512677415346275,0.39373108290095543
6,0.6,-3.739209756576905,0.02318443323248588,-2.215428129988154,0.013736444036266787,-32.562143368153826,0.5485471895293104
7,0.7,-5.205691946115676,0.027381130284382015,-3.084297785967293,0.01622292682463021,-41.74469801418499,0.5655067146236661
8,0.8,-7.09354166928861,0.03202522678398785,-4.202821659775453,0.018974487366402316,-52.30705552207785,0.6505723228267611
9,0.9,-9.498451378343713,0.03702706031324898,-5.627696156358866,0.02193800196537668,-65.92367505682292,0.6540751566418832
10,1.0,-12.494680614897558,0.04261561849514862,-7.402918988637491,0.02524914250261957,-82.42966688001154,0.7965847642009866
