,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-3.5017272909567554,0.3010226518256331
1,0.1,-0.20504695746261437,0.004849075802801556,-0.12148738024983739,0.002873007837839522,-6.805081102628674,0.24014195395506335
2,0.2,-0.5511565375413854,0.008801880803065137,-0.3265523404105249,0.005214988085013083,-10.076188477354957,0.23991671547837118
3,0.3,-1.0494202130060524,0.012379874659170233,-0.6217664189558958,0.0073348981071233894,-14.195323866462518,0.28802264003642003
4,0.4,-1.7213756352609861,0.015854827427723886,-1.0198903653173497,0.009393757763309581,-19.406947777122546,0.34504293237641426
5,0.5,-2.601304938608271,0.019423576598087963,-1.5412358521832883,0.011508190441762572,-24.70768111892436,0.3988396348012434
6,0.6,-3.7406915387215607,0.023245848917683026,-2.216306064648014,0.013772831948543956,-32.60532406844495,0.5134659053585425
7,0.7,-5.213382348773176,0.027471023949779776,-3.0888542391987257,0.0162761875315696,-41.02919564869105,0.6274526052050728
8,0.8,-7.113100699937209,0.032162949917265864,-4.214410104798627,0.019056086346795845,-53.223463212479444,0.6527973847310192
9,0.9,-9.531122012555755,0.037158314132935626,-5.647053038365981,0.022015767970290076,-66.61277725659583,0.6656360821151155
10,1.0,-12.530780443816631,0.042629888680518875,-7.424307619305884,0.02525759738270053,-82.07323410055965,0.6945798264710458
