,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,6.827327541420303e+17,6.623260560355392e+17
1,0.05,4.464384444733146,0.10014412682043274,2.6450837277975365,0.05933395825704992,94140.30878050845,2582.2974720090547
2,0.1,8.330467592406732,0.1209186122792855,4.93568252161063,0.07164254281575778,8673.44325851929,229.03141984981957
3,0.15,11.062027879442526,0.12920679489485598,6.554092798812514,0.07655317209530459,2089.1646806326808,47.8182488907827
4,0.2,13.245808383412404,0.13375127827021205,7.847951414180371,0.07924571329022385,750.6823262368379,21.047073540692118
5,0.25,14.972086867489852,0.13682430172584914,8.87074664707461,0.08106643559545348,307.2439438520847,8.20876909886021
6,0.3,16.273855437276588,0.13895409819798532,9.642025846688204,0.08232830944653145,147.67020504552585,3.655492329640256
7,0.35,17.16212191586027,0.1405222725717622,10.168310990258576,0.08325743026257584,59.70383288109568,2.550048684045324
8,0.4,17.634750408243455,0.14169841642049127,10.448336590645903,0.08395427861744649,16.866168873183433,1.3270071844145284
9,0.45,17.70054840687054,0.14256820228884015,10.487320960752172,0.08446961426461552,-7.2159348633049945,0.9148684387269019
10,0.5,17.36948181008254,0.1432333930572671,10.291168752352121,0.08486373025064423,-21.994130418621424,0.5225676384251211
11,0.55,16.648542107994203,0.14376317212151088,9.86402232302371,0.08517761674485336,-29.196660939493032,0.5450173638326701
12,0.6,15.555080798609314,0.14418623760516122,9.216162186372095,0.0854282769737045,-36.43373156576026,0.36755795086247767
13,0.65,14.12574656037346,0.14451994685134442,8.369302158535149,0.08562599491395405,-41.112150224572616,0.2658040561472603
14,0.7,12.419284363089329,0.14478214460243743,7.358247791238676,0.08578134331942111,-43.51486772089552,0.25279540694217817
15,0.75,10.519287294486816,0.1449891804236404,6.232526789555558,0.08590400907290056,-46.01761707988168,0.1936499006145866
16,0.8,8.538378819408642,0.14515424050119127,5.058866940465499,0.08600180480054088,-47.863932972713016,0.1785622964670927
17,0.85,6.622686203826419,0.14528649552384085,3.9238465523991386,0.0860801640038444,-49.013185401133384,0.16327863073066098
18,0.9,4.955620038240996,0.1453895980951246,2.9361337686235447,0.08614125079799774,-50.02190018904213,0.14939119683693822
19,0.95,3.760063639338261,0.14546007276852216,2.2277837563093903,0.08618300603080382,-50.70698038486501,0.1739002269794045
20,1.0,3.297610671938047,0.1454869883448872,1.9537870084744022,0.0861989531236111,-50.88879991821841,0.15962268774925434
