,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,703144324715434.9,654411464546371.4
1,0.05,1.4876587971390824,0.034749619739354684,0.8814164921369474,0.020588651102428367,29797.854621630482,984.8667888203187
2,0.1,2.926359896125053,0.045230624856095955,1.733826250571112,0.02679849625094854,3791.4065374336565,106.0110441904929
3,0.15,4.212384219579565,0.05183688279662531,2.4957772101338467,0.030712609293059537,1033.3389370471891,31.91322353138137
4,0.2,5.322301395293806,0.055984613412310584,3.153387211474182,0.03317008017054633,412.7916428751887,12.846131819521434
5,0.25,6.292339512036955,0.058925381046350915,3.7281208773814067,0.034912442799107705,184.49872805731306,6.557703022513019
6,0.3,7.100186385762958,0.061240942960109034,4.206758558947043,0.03628438000895421,98.02620832001416,3.0240368657080556
7,0.35,7.716278306970532,0.0630442083488091,4.571784182476444,0.037352788878216844,42.82693266554339,1.849351423097229
8,0.4,8.13181261616036,0.06444085583734806,4.817982298518241,0.03818028247585313,21.333663258829837,1.2525842218587717
9,0.45,8.343673289621949,0.06553182218185587,4.943506707733176,0.03882666438161323,5.132262505433722,0.9834864165091152
10,0.5,8.352693763004963,0.06638655519037655,4.948851208785407,0.0393330814253149,-4.073535130475766,0.6838210685763626
11,0.55,8.164866763775924,0.0670561855725625,4.83756640671423,0.039729827818795534,-9.50495860796511,0.371804020830019
12,0.6,7.792263695878406,0.06758089593136977,4.616804435153764,0.040040711177760126,-13.2960732283197,0.2767010324967778
13,0.65,7.254220372547323,0.0679923748050694,4.298021486012335,0.040284506506462016,-15.73293902174652,0.22698442496478896
14,0.7,6.578972565706895,0.06831607517101373,3.8979468490236395,0.04047629432877907,-17.758598742803677,0.1969102173045086
15,0.75,5.805437204645797,0.06857230855192785,3.439638246404851,0.04062810893049287,-18.91249125501745,0.1389488571213572
16,0.8,4.984996744605775,0.06877628883362095,2.9535390456429633,0.04074896432065411,-19.84333629884419,0.1170709613056185
17,0.85,4.183161281758215,0.06893777502497739,2.478463038770114,0.040844642572002925,-20.71736270062651,0.10706450102359778
18,0.9,3.4809175391323564,0.06906052774486324,2.0623936971705845,0.0409173717972595,-21.17667551591887,0.11278170558798772
19,0.95,2.975447355005411,0.06914179729723442,1.76290986564296,0.040965522840970804,-21.49392072131676,0.11832463190732215
20,1.0,2.7795945788679717,0.06917211364694653,1.646869905908695,0.040983484843191365,-21.51866524729373,0.09330291010450331
