,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.06873989668534009,0.001196220699553846,0.0407274024949581,0.0007087436009184453
2,0.1,0.29008433181637194,0.0027518487646966995,0.17187080442449912,0.0016304309091136255
3,0.15,0.6802565500006583,0.004844106211922982,0.4030422454448781,0.002870063426548457
4,0.2,1.2361813420834569,0.007773376192470051,0.7324197082555064,0.004605613860385254
5,0.25,1.9075802387488157,0.011897525296414998,1.1302139211902558,0.0070491130305172355
6,0.3,2.574031408631125,0.01706802866152694,1.5250766769968291,0.010112562087131242
7,0.35,3.1021849787970694,0.022022894279133117,1.8380000892876849,0.013048248872353205
8,0.4,3.4557945666956797,0.02570879298028845,2.0475086964703073,0.015232090966919685
9,0.45,3.6744017700915172,0.02826272846785278,2.1770303278709875,0.01674526109902395
10,0.5,3.798788264254183,0.03011766049165667,2.2507275409449203,0.017844281708264402
11,0.55,3.854596959139947,0.03154636182328566,2.283793391912595,0.018690766748017826
12,0.6,3.8581418654823736,0.03268818513797161,2.285893698057596,0.019367280678904482
13,0.65,3.820924237743437,0.03362676390640591,2.2638427876267917,0.01992337513232251
14,0.7,3.7511246883230953,0.03442276930832414,2.222487556090413,0.020394996911745386
15,0.75,3.6542686526987094,0.035116561084718716,2.165101744688959,0.02080605858462305
16,0.8,3.5342047337963383,0.035731646617577606,2.0939655954357446,0.021170487937495677
17,0.85,3.3940342783595785,0.036285725873240124,2.010916611777729,0.021498771946457343
18,0.9,3.236367269648083,0.03679764796274988,1.9175011713477956,0.021802078439351308
19,0.95,3.063243451583615,0.03728784737494794,1.8149277931530157,0.02209251455761856
20,1.0,2.876227993206049,0.037778105889223965,1.7041238173922173,0.022382985693019
