,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-0.3071027726798093,0.2032508454186013
1,0.1,-0.05347191871539181,0.0037392491157197992,-0.031681344615170054,0.002215451449715588,-2.333714911885131,0.1652636254266245
2,0.2,-0.2027871392362961,0.006909113025033614,-0.1201484703749796,0.0040935503342662515,-4.924988508314654,0.22611493466429988
3,0.3,-0.4587410686655904,0.009864102613730729,-0.2717975010936442,0.005844339266902872,-7.921119651888748,0.24108285656760597
4,0.4,-0.8423714047659008,0.012853175766495735,-0.49909297084324494,0.007615322222213252,-11.423755712442052,0.28356967530496935
5,0.5,-1.3902858072439281,0.01612343800951799,-0.8237243927474062,0.009552905678954709,-15.198028400478679,0.3236762984410331
6,0.6,-2.1613285453342916,0.019923635760155056,-1.2805561520205897,0.011804468320357949,-22.03492947795431,0.4358239494800999
7,0.7,-3.237506100585545,0.024363087986027637,-1.9181759123381124,0.014434780066212093,-32.0169170212771,0.47416046900276176
8,0.8,-4.706086949326627,0.02919862278090018,-2.7882889937827198,0.017299765051142234,-43.203767894986576,0.5282478885262211
9,0.9,-6.631480507262474,0.034020398650401636,-3.9290570510029195,0.020156598070205287,-53.362306847503056,0.5262133174812024
10,1.0,-9.06133915120552,0.03925906001165662,-5.3687134335361035,0.023260429761592143,-66.4531365413456,0.7135209313394353
