,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,0.10244602323730305,0.1663819534408707
1,0.1,-0.04900927041187941,0.0037499453344062507,-0.029037289526135383,0.0022217888058162424,-2.478504185306988,0.20478862285661037
2,0.2,-0.19321038743855468,0.006892614928740075,-0.11447438234359461,0.0040837754489296725,-4.932522078740367,0.19552007982141079
3,0.3,-0.44273445518808074,0.009812137115443337,-0.2623138122736873,0.0058135504547769295,-7.736439589666979,0.24943055142404397
4,0.4,-0.8184604501830819,0.012769954170661606,-0.4849260733311512,0.007566014620758388,-11.342640667306501,0.31115214860183094
5,0.5,-1.3573898958133945,0.01602297823742024,-0.8042340372206489,0.009493384705399777,-15.41512832124875,0.37147277416183255
6,0.6,-2.1184726114485226,0.01982473077966033,-1.2551646260971114,0.011745868538519411,-22.63003602829224,0.6420557259746503
7,0.7,-3.1806790319018763,0.024243924510152046,-1.8845066895069702,0.014364177416532543,-30.22186196049347,0.5039945602825455
8,0.8,-4.625519429913435,0.028981223536273193,-2.740553894526145,0.017170959117980115,-40.217859520830345,0.5224075021641538
9,0.9,-6.521112522673892,0.03376112576065568,-3.863665603711799,0.020002982603119977,-54.05947869901616,0.5580831127758507
10,1.0,-8.9307224946165,0.03915781111106138,-5.29132493861593,0.023200441240724994,-66.80943590678933,0.7630486501599738
