,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,452387216166384.06,447805303580071.2
1,0.05,1.518115083956081,0.03529161236293859,0.8994614050843118,0.020909773955304398,31519.94907509432,1204.5672346026315
2,0.1,2.9387705175251515,0.04579835933060944,1.7411793656810763,0.027134870781152124,3714.2723882511,138.00248094631067
3,0.15,4.232247488421659,0.05201841939788297,2.507545911921407,0.030820167124588318,1103.5488941098017,28.883096683318506
4,0.2,5.378248054575297,0.05634233523890066,3.18653480436679,0.03338202522015059,429.3144780857472,10.9782001380754
5,0.25,6.352086018077748,0.0594370112087229,3.7635198249580877,0.035215576329361155,180.85274087210243,5.40514517471987
6,0.3,7.145810168855793,0.06174296406752443,4.233789995812161,0.03658182031201815,91.25213220807764,3.156267427775834
7,0.35,7.751149175045364,0.06349262324298706,4.592444671477952,0.037618468269088184,43.529265732023084,1.965800893837898
8,0.4,8.16374848446138,0.06483772435647547,4.836903842265614,0.038415421379102706,19.742927693799786,1.255554727084211
9,0.45,8.379488056909015,0.06589932672945974,4.9647264434747145,0.0390444055530541,6.146413444304469,0.8538610019643575
10,0.5,8.39616124399101,0.06674380861582203,4.974605067591224,0.03954474895396168,-3.347513427181963,0.4855791674792607
11,0.55,8.218321326984672,0.06740597826064205,4.869237468440733,0.03993707496760086,-9.61469873616125,0.4180009474723709
12,0.6,7.858037829720632,0.06792200597622826,4.65577466571742,0.04024281398503693,-12.667185661437374,0.2932894748546079
13,0.65,7.334176336374141,0.0683282122821625,4.345394247358681,0.04048348539298949,-15.039325652221846,0.24944109448304427
14,0.7,6.673696243902502,0.06865235387630483,3.95406926924395,0.04067553463668303,-16.98242661756945,0.20837623432936578
15,0.75,5.914167234797637,0.06891312124760009,3.5040592291938366,0.04083003556264324,-18.721753225426212,0.11759586135130562
16,0.8,5.106050979838282,0.06912315796638484,3.025261943112565,0.040954479304882545,-19.558377505132174,0.13379577269266177
17,0.85,4.314362711940148,0.0692905120025468,2.556198003653663,0.04105363417008585,-20.342247748762393,0.12272029341360967
18,0.9,3.6198128538603394,0.06941812482346413,2.1446871782545744,0.041129242935470066,-21.031593606781254,0.0849756515567973
19,0.95,3.119319016164771,0.06950275095226736,1.8481517605861209,0.04117938270255666,-21.176204382680826,0.11138709027262642
20,1.0,2.9252838914856385,0.0695343453116737,1.7331887332609468,0.041198101907183954,-21.563987347851437,0.09623980180948857
