,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,125364001700081.8,84418012178570.95
1,0.05,1.476853418396753,0.034811211879351225,0.8750144602694312,0.020625143561642377,30242.21229855692,1387.9434634639429
2,0.1,2.8527777816917403,0.044763363984843305,1.6902299035374002,0.02652165088906556,3856.555783962338,114.59144885203855
3,0.15,4.158964870741113,0.05095956153185146,2.464127012416482,0.0301928090316278,1096.7986318532335,31.33870831273901
4,0.2,5.326578369771794,0.05542165374424863,3.1559212574856716,0.032836534644655586,414.03517558710564,11.694507275151336
5,0.25,6.316529040256852,0.058646247944790376,3.74245282577645,0.03474706044147977,197.68265890890726,7.166691506064207
6,0.3,7.115849653396736,0.06105121058729667,4.2160388202809695,0.03617196630037352,90.4856459020837,3.8401585208679876
7,0.35,7.7201313548353605,0.0628418024812366,4.574067058052203,0.03723286630583211,43.221574947656215,1.8228248891601326
8,0.4,8.129739601356349,0.06420936061933065,4.816754066990814,0.038043124880708476,21.826083669659727,1.591414337468336
9,0.45,8.34370058135007,0.06526414349506503,4.943522877690502,0.03866806860038656,4.500468117137642,0.7734965168119651
10,0.5,8.36220306060698,0.06609800484562317,4.954485331173669,0.039162119486215334,-1.807596253477152,0.5343991357885006
11,0.55,8.187233409209622,0.06677178732435382,4.850818323213466,0.03956132593732375,-8.852432180499365,0.48667503290616665
12,0.6,7.827318770543196,0.06731093982303364,4.637574063916796,0.039880766056944676,-12.194779991776201,0.2930189803876529
13,0.65,7.3008188694328195,0.06773436274068631,4.3256304268142545,0.04013163806031368,-15.894833815025187,0.18403242857673796
14,0.7,6.6362782851615245,0.06806505007404072,3.9318996655688174,0.040327565560571065,-17.44522506388015,0.18570353462510078
15,0.75,5.872830790858825,0.0683253477722155,3.4795679792620438,0.04048178821194633,-18.751315686747915,0.1539791421146903
16,0.8,5.061662178144728,0.0685325456916619,2.9989622150068085,0.04060455000630922,-19.58930598021283,0.13703845722516864
17,0.85,4.267852893109047,0.06869732341952978,2.528641603326605,0.040702178445813565,-20.61930185319615,0.11708566770763829
18,0.9,3.5719260862160587,0.06882338430074372,2.1163149555123906,0.040776867709191006,-20.805104748042194,0.11496474318705766
19,0.95,3.070628925462631,0.06890733175026403,1.8193035804583644,0.04082660536854027,-21.40411407528854,0.10716017115480196
20,1.0,2.876313546642934,0.06893875641590093,1.7041745065760372,0.040845224032043964,-21.53743090786793,0.09264663669839399
