,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,5.195745214994013e+19,3.675992817658099e+19
1,0.05,1.5300902786102357,0.035550941119839016,0.9065565360948774,0.021063422522877143,32481.182922290172,1529.718488893945
2,0.1,2.9605900606853233,0.046019839309233444,1.7541071319331594,0.027266094490656454,3852.713396114634,135.78327243781894
3,0.15,4.26029529776663,0.05234764791184341,2.5241638365238184,0.031015230295286147,1030.0837533683805,25.738744445198076
4,0.2,5.4070697605119875,0.05662288423267108,3.2036112515958015,0.03354824647359743,410.6416604641374,12.287449966249923
5,0.25,6.38478687224041,0.059738895961193965,3.7828946118523437,0.035394438713709224,188.66477846833675,6.5037960990633525
6,0.3,7.178669627983192,0.06202836541787259,4.253258753872335,0.03675091651711491,90.08808917002632,2.9635912111629485
7,0.35,7.786005852415062,0.06377360501160814,4.613096752690279,0.037784945935424516,45.248038645478886,1.6772465598932806
8,0.4,8.197926784653156,0.06513148093466656,4.857153994733487,0.03858946793681424,21.077694284869793,1.346133615191765
9,0.45,8.409623733639794,0.06619560529101702,4.982581399546159,0.03921994634972428,5.32468684816949,0.8225479352500217
10,0.5,8.420643248390707,0.06703564293246148,4.989110303926304,0.039717656599284785,-4.071473101578634,0.6251086683953042
11,0.55,8.236112569222227,0.06769523284269358,4.879778524194876,0.040108454157195064,-9.765643255637421,0.4885404471826171
12,0.6,7.867943351045618,0.06821112855623626,4.661643544976459,0.04041411496531434,-13.210017521580648,0.2317211726636015
13,0.65,7.335261889165606,0.06861645336923636,4.346037421811937,0.04065426410135122,-15.647635160973483,0.19083007069483168
14,0.7,6.665779504777111,0.06893738998592903,3.9493787149028035,0.04084441444189138,-17.325040359700115,0.2057911637531023
15,0.75,5.89786493527701,0.06919314646251641,3.494400350635883,0.04099594648463429,-18.747348217469643,0.16037800233970448
16,0.8,5.082536090538618,0.06939756845673234,3.011329708597932,0.04111706358312754,-19.83394573652117,0.1575799947294957
17,0.85,4.285088425782629,0.06955961370055012,2.5388534091375043,0.041213073065038325,-20.599357990270647,0.11410318242369472
18,0.9,3.5863293363086175,0.06968275857260327,2.1248486745320805,0.041286034634827364,-21.089071586712276,0.12824072779883672
19,0.95,3.0832094256909315,0.06976422934527468,1.8267573463365896,0.04133430489867941,-21.24346421092285,0.10477542061380526
20,1.0,2.8882377162923927,0.06979460531869784,1.7112394060034353,0.041352302227093275,-21.46194846974374,0.10374717751849695
