,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-0.3933093712241407,0.18077655091695888
1,0.1,-0.05555174811199759,0.003834617052682888,-0.03291361369093191,0.0022719555840117027,-2.665831077506027,0.20334348277625372
2,0.2,-0.20880643089984918,0.0070057492027530135,-0.1237148143198688,0.004150805883013559,-4.919075357889779,0.21903548865412226
3,0.3,-0.46924759149675754,0.009945658963924823,-0.27802246512182943,0.0058926602342092285,-8.103522207059981,0.23202850805611527
4,0.4,-0.8567978318177589,0.012903090277882152,-0.5076404218787727,0.0076448958540282575,-11.43498458034323,0.2792268816114987
5,0.5,-1.4060180520207668,0.01611274277732002,-0.8330455220489018,0.009546568907334326,-15.687923557163494,0.3509343660844802
6,0.6,-2.171201757650656,0.01980014804073557,-1.2864058886555956,0.011731303618423587,-22.247772158792163,0.428431005320187
7,0.7,-3.226342215082691,0.024052773548498343,-1.9115614703588981,0.014250923214417502,-30.44523869774106,0.4671430657434661
8,0.8,-4.652915160857851,0.028683406691814118,-2.7567854720323526,0.01699450691076215,-40.171526274134415,0.5397766323919726
9,0.9,-6.523517018128245,0.03346071883329256,-3.865090232768415,0.019824995808944295,-52.329660878687356,0.5606682704005667
10,1.0,-8.901973552272256,0.03884622964113895,-5.274291602771419,0.023015833690417053,-66.22189372825488,0.6759507678942153
