,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,0.22653103944992836,0.22557104268418718
1,0.1,-0.04120500164604923,0.003873057031809205,-0.024413372259285866,0.0022947307201010357,-2.5275061450809653,0.2166050990809662
2,0.2,-0.18111344914343608,0.007066754132991766,-0.1073071199725553,0.004186950428871457,-4.63915724120804,0.2022445599588874
3,0.3,-0.4287104615906818,0.010003268621721361,-0.2540047972857466,0.00592679312986103,-7.6583239112925865,0.23144223905038497
4,0.4,-0.8035786686324835,0.012949655470425515,-0.4761088312886195,0.00767248506248532,-10.647623346079277,0.328390738964051
5,0.5,-1.3405653599571696,0.016153659541472392,-0.7942657411269852,0.009570811503014285,-15.969898889601822,0.35944300969231624
6,0.6,-2.0950770057205794,0.019856848813000864,-1.2413030653872232,0.011764898012438962,-22.07570559231445,0.46708991247890225
7,0.7,-3.142703563203443,0.0241489787773615,-1.862006769181288,0.014307923432150807,-29.74221018014852,0.6192741230914429
8,0.8,-4.566508545080139,0.028814717133334083,-2.7055907919600943,0.01707230646329937,-40.49300349431518,0.4953825516465992
9,0.9,-6.438463584387475,0.033615622280712944,-3.814697293637371,0.019916773878961267,-52.79942801925027,0.6128389865171894
10,1.0,-8.812302472587014,0.0389091966278297,-5.221162774673003,0.02305314072657086,-65.69663417824817,0.7358254681247532
