,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,-0.03384764808703949,0.1736397590975986
1,0.1,-0.05028320158252786,0.003849019201988561,-0.029792075466175023,0.0022804886508309566,-2.4765644444773307,0.171900385829037
2,0.2,-0.19914197504939768,0.007049649974263329,-0.11798876289564497,0.004176816460238082,-4.833502186893452,0.20044061192958218
3,0.3,-0.4560053282786187,0.01000498517700294,-0.27017661416720706,0.005927810164235954,-8.13896539885173,0.2136194817544161
4,0.4,-0.8405097464259788,0.012963419478059207,-0.49798996498821474,0.007680640039520084,-10.772061100274335,0.26668495300129025
5,0.5,-1.3871616437769507,0.01616597562228383,-0.8218733707192225,0.009578108604181953,-15.920454588705757,0.29949492845117953
6,0.6,-2.150623153576567,0.019851585467895564,-1.2742133610068227,0.011761779555983395,-22.39139466048834,0.3792914840353883
7,0.7,-3.2045147795055913,0.024108399663193537,-1.8986290279630267,0.014283880889241953,-31.17116072346221,0.5029242629110272
8,0.8,-4.627357546744146,0.02870667846750028,-2.741642952374745,0.017008295103949016,-39.65615513459505,0.471092443348701
9,0.9,-6.49043688184645,0.03343116406155835,-3.8454907266605733,0.019807485030748397,-52.72386753510828,0.6593382427190757
10,1.0,-8.868278464134008,0.038903376835351715,-5.254327746512057,0.02304969258303097,-65.78070118303643,0.6077438356430027
