,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.348798078365407,0.0033544029805497038,0.20665785682051302,0.0019874356364616205
2,0.1,1.4559045601571015,0.007631520223380726,0.8626025623400289,0.004521566234072114
3,0.15,3.3606503742431197,0.013589731612676103,1.9911371275863585,0.00805172099285324
4,0.2,5.879265577063247,0.023022554686949564,3.4833804977608156,0.013640533320695957
5,0.25,8.307389442372246,0.036741851505745965,4.92200904884421,0.021769019839153036
6,0.3,9.891276861264242,0.04815708269202202,5.860439618665999,0.028532380529446497
7,0.35,10.637530693882052,0.055375938237351686,6.3025843071219025,0.032809448862752603
8,0.4,10.837102047837705,0.05985037998240115,6.420827470858706,0.035460491396683794
9,0.45,10.70504380542918,0.06295671626201206,6.34258485702458,0.03730095107214015
10,0.5,10.350072621888401,0.06533026960956895,6.132269523960367,0.03870724737444199
11,0.55,9.82797096703065,0.06727397463380728,5.82293178465576,0.03985886471271055
12,0.6,9.173700679463742,0.06890113455070292,5.435286026847801,0.04082293361671872
13,0.65,8.41621127253951,0.07027665667118266,4.986484421825172,0.041637910736890105
14,0.7,7.57851411885799,0.07145810996204002,4.490160877682516,0.04233790486004104
15,0.75,6.675958411487706,0.07250013786904391,3.955409571080238,0.042955291443756656
16,0.8,5.716759322248455,0.0734446202480618,3.3870978734489614,0.0435148837017395
17,0.85,4.706080689734211,0.07431454591835847,2.788285285064027,0.04403030217955669
18,0.9,3.649687956276278,0.0751192512405692,2.162387747783238,0.04450707853692501
19,0.95,2.5552382661320348,0.07587971606290099,1.5139420097131526,0.04495764303288488
20,1.0,1.4307461548593707,0.07666301020088928,0.8476965681779735,0.04542173357081253
