,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2.565875388360855,0.3099821091994618
1,0.1,0.03624885482010054,0.005083343587486758,0.021476926376503946,0.0030118081389536085,-0.9588223741414867,0.2633161031826904
2,0.2,-0.0833457747376718,0.009322335407828784,-0.04938117567347456,0.005523349970769073,-5.09842953029266,0.3067107924002704
3,0.3,-0.3686668481554358,0.013077926920581186,-0.21842981784079693,0.007748484056243134,-8.760120464806374,0.42768496780379267
4,0.4,-0.830608705156,0.016496778389099062,-0.4921237400974867,0.009774104497108613,-13.770874166436133,0.41943920693761055
5,0.5,-1.4792894299878414,0.019632601263610997,-0.8764577621848646,0.011632034556965412,-18.87117009313733,0.4379732456722813
6,0.6,-2.3236149872671676,0.022522170365556142,-1.376708540353819,0.013344062789865168,-23.439929363328897,0.3931159229188275
7,0.7,-3.372222572095736,0.025223849154821718,-1.9979934887742756,0.014944768708382739,-28.458699415208265,0.37586162317333327
8,0.8,-4.634748181480044,0.027830091222736032,-2.7460217974137473,0.01648892973884113,-33.9619655838907,0.4107113535583837
9,0.9,-6.1222656892251495,0.03049609062839314,-3.627354577612006,0.018068496134504224,-39.53584576987465,0.4276862032004591
10,1.0,-7.846295382155727,0.03357909869023534,-4.648817434017742,0.019895134175649642,-45.91369621873664,0.4607362655067571
