,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.34749875893787774,0.0034558861012398863,0.20588802870254627,0.0020475629293743975
2,0.1,1.4469801063018881,0.007847858217611801,0.8573149514803158,0.004649743391601651
3,0.15,3.333768328433294,0.013851718678163994,1.9752099011519586,0.008206944570122218
4,0.2,5.845175046776992,0.022873322014344673,3.4631823477026273,0.013552115103391974
5,0.25,8.358828347937004,0.03589089545396653,4.95248586233763,0.021264840588128168
6,0.3,9.985516365994,0.048407817586319894,5.9162751730547924,0.02868093735673335
7,0.35,10.695989667449489,0.05558030867714409,6.337220410181843,0.03293053541598963
8,0.4,10.900490062117592,0.05987025391130011,6.458383959818104,0.0354722664144021
9,0.45,10.784098208295152,0.06299618732898271,6.389423456437367,0.03732433711298303
10,0.5,10.438934878577214,0.06540067860411632,6.184919136038521,0.038748963693471715
11,0.55,9.92551052190613,0.06734039006608722,5.880722571406243,0.039898214903397095
12,0.6,9.27953983225128,0.06897095386134755,5.497994206277211,0.04086430055649696
13,0.65,8.524228860037791,0.07037182386086015,5.050483292564166,0.041694295931299856
14,0.7,7.678727406006168,0.07157886004183414,4.549535812441431,0.04240944754977747
15,0.75,6.760690465984931,0.07262892936369311,4.005612097620683,0.0430315985564152
16,0.8,5.784356975802158,0.07356269347810367,3.427148513277513,0.04358484039640559
17,0.85,4.76047116516855,0.07440429239133857,2.8205108613555736,0.04408347567710055
18,0.9,3.697412421303577,0.07517881387379219,2.190663808553604,0.04454236854249538
19,0.95,2.600781723020546,0.07592523021365759,1.5409258544547428,0.044984609514163804
20,1.0,1.4743789358779313,0.07670903229431461,0.873548364881303,0.04544900100083463
