,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,3.000969309768152,0.3195914600972056
1,0.1,0.046708679789798424,0.005018796116686662,0.027674222591797075,0.002973564688642056,-0.6179957926503857,0.34619233605675265
2,0.2,-0.06189209411383523,0.009291255429494102,-0.036670177724715376,0.005504935529546308,-4.291612302169965,0.3182738919398643
3,0.3,-0.33764086695960494,0.013096145440502386,-0.20004736914804103,0.007759278267894188,-8.989510117332575,0.37832616687530607
4,0.4,-0.7926643264459763,0.01656034574367767,-0.4696422401438531,0.0098117672426218,-13.771833323507517,0.4227029459265257
5,0.5,-1.4383138041522257,0.01974282968601538,-0.8521802918021395,0.011697343315664856,-19.14890078656829,0.4421258968100012
6,0.6,-2.2846560624297574,0.022686965032641556,-1.3536259363765801,0.013441701265612858,-23.137919857927987,0.37087513939807476
7,0.7,-3.3403904506144197,0.02544062778338048,-1.9791334135290002,0.015073206935429137,-28.9318869965725,0.47063143658105294
8,0.8,-4.613040148034962,0.028069028884595004,-2.7331600990678955,0.016630496875176527,-34.6793684736238,0.38429808050642356
9,0.9,-6.109395154058943,0.030704326777790107,-3.6197289701945397,0.01819187306521613,-39.33857439692661,0.4657187292648237
10,1.0,-7.835556419418224,0.03368540529640485,-4.642454752680138,0.019958119314500773,-45.86210068000473,0.41503561860637855
