,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,3.4816760896764527,0.28145344714224424
1,0.1,0.05610692136590156,0.0050111591125433,0.033242545878154776,0.002969039873264079,-0.23715907824299848,0.40517234425162524
2,0.2,-0.04208152204455207,0.009254614220513772,-0.024932698018942986,0.005483226138959428,-4.109988063341871,0.39119917442903224
3,0.3,-0.30649688692526933,0.013042798565592054,-0.18159500783653743,0.007727671009939367,-8.894281528600581,0.33431853864051597
4,0.4,-0.7503120827431298,0.016514726731024044,-0.4445491434267286,0.009784738632173466,-13.099946104893911,0.43623605637335117
5,0.5,-1.3862864675481044,0.019728953898968782,-0.8213548413608005,0.011689122110931774,-18.29252831653928,0.3942902046976203
6,0.6,-2.2253892869382375,0.02271409233853433,-1.3185112222670923,0.013457773805127374,-23.19775342347423,0.39152246313809663
7,0.7,-3.2762119337331397,0.02549848270958694,-1.9411085631205358,0.01510748514909467,-28.558474628673963,0.4056812566897839
8,0.8,-4.545649884335959,0.02814050458430169,-2.6932323347525906,0.016672845201707892,-35.15195031185409,0.46984796982974536
9,0.9,-6.040850934474938,0.030784204247832306,-3.5791175035745164,0.01823919932012133,-39.79575858879924,0.45759318112679814
10,1.0,-7.771369594455908,0.03381935040982279,-4.604424979852865,0.02003747987233485,-46.355734436045935,0.506749029633759
