,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,3.260270512114557,0.27371757262226526
1,0.1,0.03903559639873588,0.0051551675594833585,0.023128030777228508,0.0030543628118196793,-1.3695320781669715,0.3516823842658711
2,0.2,-0.0795916367240741,0.00940916638113197,-0.04715690276539462,0.005574796076586425,-4.866845927476175,0.31544357090164415
3,0.3,-0.3638249561939224,0.013140964322978678,-0.21556106632584573,0.007785832812692848,-9.094931704378501,0.33075272611206885
4,0.4,-0.8229237528835158,0.016513994579446852,-0.48757051614097247,0.009784304842869008,-14.068839763416644,0.34845890785394606
5,0.5,-1.4666142198562069,0.019602812056911497,-0.868947882047827,0.011614384879416293,-18.084362375498976,0.3635392702610805
6,0.6,-2.305152242536784,0.022473490635104496,-1.365769629007501,0.013315220748037178,-23.138919859785016,0.3717781183216227
7,0.7,-3.349465109334587,0.025198391467235872,-1.984510018616035,0.014929685393759126,-28.1716232094057,0.4042092023497529
8,0.8,-4.610661599686323,0.02784813326825216,-2.7317508432991215,0.016499619391939262,-33.815964648358666,0.4457877239734043
9,0.9,-6.099341424321731,0.030543477480868685,-3.613772279577775,0.018096572164681798,-40.483649418470435,0.3838606957241224
10,1.0,-7.825024438400738,0.03362319645136087,-4.636214705041837,0.019921261466394745,-45.792121736588484,0.45612158493208615
