,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.34789872745879613,0.0033670507426965773,0.20612500431237768,0.001994929254061515
2,0.1,1.4516902839325176,0.007677887752116604,0.8601056641440767,0.004549038329559354
3,0.15,3.3467859602964225,0.013702950689213896,1.9829226612517843,0.008118801671216343
4,0.2,5.847153428723203,0.023140175672007615,3.4643545106196143,0.01371022206669802
5,0.25,8.311707960935315,0.0361457744104506,4.924567709130029,0.021415852712800675
6,0.3,10.005665316725839,0.04779003129862566,5.928213137263018,0.028314907845371648
7,0.35,10.775869527962135,0.05559416040330692,6.384548081406485,0.032938742364994306
8,0.4,10.963926015046429,0.06002947685816888,6.495968851739172,0.03556660372586536
9,0.45,10.839870643082966,0.06304204834154206,6.422467823817272,0.03735150910490326
10,0.5,10.499016416676591,0.06543061563636882,6.220516585302819,0.03876670095553996
11,0.55,9.990706135380563,0.06737406487744024,5.919350036952685,0.039918166745952145
12,0.6,9.35250001915227,0.06900053881700757,5.541222070171538,0.04088182921823581
13,0.65,8.607646781462716,0.07040747018437123,5.0999072141146655,0.04171541586652098
14,0.7,7.774192719013044,0.07162481443843695,4.606097640646323,0.042436674870403555
15,0.75,6.8697063698087195,0.07268344685040934,4.070202456458536,0.04306389938506889
16,0.8,5.909151307526042,0.07361669153486268,3.501087364254748,0.043616833470262496
17,0.85,4.904487660256931,0.07445403265040103,2.905838568323579,0.044112946066913815
18,0.9,3.8645084046179683,0.07522569377181569,2.289665781147307,0.04457014420943398
19,0.95,2.795049701910978,0.07596981643129765,1.6560268445590822,0.045011026208385305
20,1.0,1.699628516306408,0.07675821213781818,1.0070055093679264,0.04547813935247018
