,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,1.188453753726176,0.2100963898336915
1,0.1,0.003271720547165735,0.0035994491502919,0.0019384474810224864,0.0021326219760719714,-1.278297233502535,0.2139113930434446
2,0.2,-0.08783783713056525,0.006787339398109008,-0.05204265818842942,0.0040214012075410295,-3.234473533070018,0.21316193486357748
3,0.3,-0.28630680586668955,0.00979504955246272,-0.16963267449986286,0.005803426318886018,-5.852396458854182,0.3149536162463021
4,0.4,-0.6131016429394096,0.01282176333565648,-0.3632539265605078,0.007596710807651609,-10.462330834168256,0.3521690150536685
5,0.5,-1.1005019604768735,0.016048292148236446,-0.6520316214032197,0.009508382834350312,-14.150867189933601,0.31887114107999787
6,0.6,-1.7947548678074714,0.01961104904817651,-1.0633665077440984,0.011619265178555136,-20.120565760910743,0.4076454121068376
7,0.7,-2.7549983764239885,0.023540088024372054,-1.6322970088709081,0.013947164397467125,-27.613106807563998,0.5205537381434546
8,0.8,-4.04441047462402,0.027723413976033937,-2.396255176362025,0.01642572500079245,-37.49729022979615,0.6199507627433433
9,0.9,-5.713756018718471,0.032013160790715714,-3.3853184591993286,0.01896733843851339,-46.00880487345561,0.6593936633594574
10,1.0,-7.788021838318202,0.03661629239354331,-4.614291195412198,0.021694627866715322,-56.34867111164607,0.6266292360263029
