,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,0.6456729668830667,0.17121716850444257
1,0.1,-0.02160677244124276,0.003566847128034705,-0.012801702653986302,0.0021133057456636482,-1.9063908316229663,0.21718929432567183
2,0.2,-0.13738927848274773,0.006761143456891657,-0.08140117621753842,0.004005880488233332,-3.613712903023429,0.24611953837054087
3,0.3,-0.3611482169519755,0.009796784538516389,-0.21397513673127785,0.005804454273228957,-7.4361511842681285,0.23671367376772184
4,0.4,-0.7145243854135925,0.012859929806614524,-0.42334544624662146,0.007619323894075579,-10.122740617579952,0.30957418280369753
5,0.5,-1.230531583723491,0.01612309193426146,-0.7290723074908693,0.009552700634330757,-14.994598515949773,0.3493113062478735
6,0.6,-1.9569021656274623,0.01972636566154775,-1.1594364551869054,0.01168758861739626,-21.207216778022772,0.3552852296298927
7,0.7,-2.955473606907577,0.02371680497464533,-1.7510757064815474,0.014051866654940785,-28.576583641979074,0.5251517773726124
8,0.8,-4.290617844568151,0.02796818964241427,-2.542129510430935,0.016570751071042125,-38.459794538025875,0.6463329782824011
9,0.9,-6.00686464236806,0.03224277707133,-3.5589811131419826,0.019103382790205986,-47.555442853890966,0.6059073599894484
10,1.0,-8.117327690507302,0.036690625813608206,-4.80940018790085,0.02173866935155589,-56.94532872126624,0.5828494062529446
