,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.18397705956984645,0.0024942645267924425,0.10900376806265996,0.001477815944015474
2,0.1,0.7673186103648018,0.005775933243442203,0.4546252670301726,0.0034221575727193076
3,0.15,1.7555624664249496,0.010369388080229611,1.0401455722638397,0.006143713655886227
4,0.2,3.0323690597194073,0.017199647969658664,1.7966351589642184,0.010190544638704262
5,0.25,4.2621582447778685,0.02627331571015258,2.5252676058981134,0.015566562584501158
6,0.3,5.091585088949088,0.0344181906446887,3.016691110319649,0.020392284119236787
7,0.35,5.503457131084234,0.039730733522022325,3.2607193856783447,0.02353988954883635
8,0.4,5.642531560456161,0.04310732844936994,3.3431189896189055,0.025540473595362104
9,0.45,5.6132242861923345,0.04548968320916889,3.325754850123078,0.026951984608133292
10,0.5,5.470127670491452,0.04733883968915883,3.2409721584935887,0.02804758329053241
11,0.55,5.242552902347869,0.04885700012587997,3.106137373647932,0.028947071566479292
12,0.6,4.948198554782319,0.05014740425757649,2.9317366461589187,0.02971161749958322
13,0.65,4.598733957193867,0.05126515985910638,2.724683886262076,0.030373871655752335
14,0.7,4.202779725898486,0.052244650716375546,2.490086685434629,0.03095420593479178
15,0.75,3.7666728588912193,0.05311960663602949,2.2316996240643716,0.03147260476317833
16,0.8,3.294622995319319,0.0539140184681678,1.952016852945471,0.03194328237537139
17,0.85,2.7901460880125555,0.054639241316905604,1.6531215236821089,0.03237296650763433
18,0.9,2.257340206991776,0.05530676388835305,1.3374416839618681,0.032768464053495615
19,0.95,1.7008665786307198,0.05594172982512766,1.0077390435311637,0.033144672260441065
20,1.0,1.1250045877991415,0.05658876359494045,0.6665490765240213,0.03352803048531043
