,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2.1456193412796522e+17,1.9410521390189293e+17
1,0.05,4.494598833029653,0.10787222156139205,2.6629853193423085,0.06391274350712062,85432.55534591213,3257.397687259823
2,0.1,7.8893322759945175,0.12383389698953266,4.6743161761169425,0.0733698071776048,7763.460706285549,255.72210863523586
3,0.15,10.37288701558414,0.13108794482900565,6.145786724880498,0.07766772644024612,1853.1415280735046,56.95328657023556
4,0.2,12.297994203230786,0.13510298347492627,7.286385111813233,0.08004657922953311,650.5740389170512,18.285047403310358
5,0.25,13.811185840763219,0.137729142997094,8.182929445533935,0.0816025410658578,270.3866919681228,7.744856747835851
6,0.3,14.934078044417987,0.13959093532349395,8.848226964761244,0.0827056263059537,124.87241194411446,4.546540547459803
7,0.35,15.681288088395306,0.1409216363386761,9.29093819472778,0.08349404756433669,50.442457506373415,2.8655738081990463
8,0.4,16.052472206632874,0.14194163226268713,9.510859458974045,0.08409838051424748,12.134550108003568,1.7329917611534937
9,0.45,16.0302549408557,0.142746019886335,9.497696047777975,0.08457496863977569,-10.91776229697417,1.1673398460949334
10,0.5,15.609260756032537,0.14337430299342876,9.248263033762601,0.08494721736602157,-25.644863445149713,0.7789400930823155
11,0.55,14.800035542307175,0.14385914639715505,8.76880870552399,0.08523448012611816,-32.82425429126315,0.43582376991442373
12,0.6,13.62691537399747,0.14423315889742805,8.073751837917557,0.08545607716613834,-38.44971649845982,0.39779672858734033
13,0.65,12.128578004020234,0.14452559635742174,7.186008444591886,0.08562934216524484,-42.713565883750206,0.2877257481647362
14,0.7,10.362273361125304,0.14475806329369664,6.13949828690006,0.08576707548951469,-45.03308702711238,0.2069307288521183
15,0.75,8.409704008859304,0.14494541179509923,4.982628961461917,0.08587807678848926,-47.03781151873679,0.2105628855268148
16,0.8,6.3826156786878,0.1450979349048101,3.781608210825057,0.0859684445425668,-48.79158484376948,0.17012947040213242
17,0.85,4.427472805871743,0.14522206976483093,2.623214111386293,0.0860419926660222,-50.151393721851626,0.1663460652471803
18,0.9,2.729029264395188,0.14531964750271978,1.6169106826028448,0.08609980607566024,-50.99067513579298,0.18421424147891705
19,0.95,1.5123183626686805,0.14538652197171298,0.8960269308938174,0.08613942823901306,-51.528885116172724,0.1492629246275709
20,1.0,1.0419480579203197,0.145412066247322,0.6173392742792836,0.08615456285579803,-51.862383294808076,0.1684380478808135
