,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,1725139421985673.5,1258638148103838.5
1,0.05,4.627881733462603,0.11311542382683389,2.7419535254843153,0.06701926561908456,85714.4175438644,2699.7125186375656
2,0.1,7.995814183745197,0.12825373809746884,4.737405178639663,0.0759884996174651,7802.976004197898,224.98677753305387
3,0.15,10.5261980848991,0.13525400174751612,6.236621333717703,0.0801360553892081,1952.2991361562263,53.14321908281427
4,0.2,12.493300869700953,0.1392756064571812,7.402101509405308,0.08251879847705275,656.2759210845799,17.292795065411752
5,0.25,14.016015373355096,0.14191766635482855,8.304288004667507,0.08408418105770797,287.10171004002893,9.085217791694738
6,0.3,15.141439285775586,0.1437132854161399,8.971085525013141,0.08514805958770352,120.18928257275374,3.8502807059168838
7,0.35,15.881554230547582,0.14505225126398924,9.40959301050215,0.08594137764085669,48.93176058465409,2.1373802388097207
8,0.4,16.23630991176984,0.14603103277363963,9.619780661534703,0.08652129164160983,10.539370928265948,1.3376123266278095
9,0.45,16.20988398889269,0.14677629948002258,9.60412368139339,0.08696285147193503,-10.61909053367035,1.026417573726002
10,0.5,15.79694678471824,0.14736823461960608,9.359464312809521,0.08731356454895756,-24.107371500781028,0.8101463779667996
11,0.55,14.999553544711073,0.1478402102393224,8.887020259231877,0.0875932033316573,-32.472013662281604,0.4686999438176296
12,0.6,13.836224233056544,0.14821389961876663,8.197764333712847,0.08781460892722262,-38.386536593366294,0.3236686702811962
13,0.65,12.34432780734857,0.14850759633028351,7.313837107451008,0.08798862001478866,-41.86984854392696,0.27903874877745394
14,0.7,10.582416429634147,0.1487385903588885,6.269929896343356,0.0881254806623976,-44.94901222693379,0.2535400310380004
15,0.75,8.633744057655079,0.14892217145081674,5.11536947581072,0.08823424982531401,-47.09903447587424,0.2336692432662722
16,0.8,6.610812228290711,0.1490700656634295,3.916811392263945,0.0883218750242771,-48.94435156736716,0.13116935797255413
17,0.85,4.660040126342081,0.14918977585821144,2.761006911851607,0.08839280159706425,-49.84798460848846,0.1409281492172698
18,0.9,2.965647235763023,0.14928378124075148,1.7571034356055342,0.08844849843741485,-51.10694694805119,0.16188642871267056
19,0.95,1.7519327393793533,0.14934831541776067,1.0379950110692322,0.08848673401134603,-51.39086837138391,0.18754201624076042
20,1.0,1.2827329376636039,0.14937301156771085,0.7600008607069545,0.08850136612584719,-51.54375596040202,0.1681814402625489
