,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.17949870436895665,0.002515371307692639,0.10635040686229427,0.0014903214088553495
2,0.1,0.7546388350301179,0.005848245790444709,0.4471126820758305,0.003465001719266225
3,0.15,1.7255969300768825,0.010561133072905519,1.0223914219279506,0.0062573198128586735
4,0.2,2.9636219798569012,0.017587295940608667,1.755903500539855,0.010420220499456635
5,0.25,4.126631405334102,0.026631755066819123,2.444969898088596,0.01577893276038048
6,0.3,4.888142789330166,0.0344892431079977,2.8961544668183103,0.020434381684275183
7,0.35,5.250987420979023,0.0395702674251838,3.1111347049170592,0.023444815688852916
8,0.4,5.360688636086781,0.04279342359304318,3.176131100857708,0.025354489471945924
9,0.45,5.3148446442776685,0.04511105765133873,3.1489691934877846,0.02672765439769939
10,0.5,5.161502773297338,0.046932799513549756,3.0581163351057943,0.027807010312413855
11,0.55,4.926604665830645,0.048440569885585025,2.9189425767876473,0.02870034262411268
12,0.6,4.625183163627252,0.04973140636423264,2.7403546615763843,0.02946514471658175
13,0.65,4.266466004333109,0.050862729713088285,2.527819891626166,0.030135437568369148
14,0.7,3.8571737802570407,0.05186371315168541,2.285320121451829,0.030728505893466394
15,0.75,3.4039270982932077,0.05274947132933124,2.0167779656446307,0.03125330490472059
16,0.8,2.913674853650564,0.05353767666133447,1.726310544912009,0.03172030525463549
17,0.85,2.39297016089634,0.054244286762447955,1.4178004856099051,0.03213896160098972
18,0.9,1.8478930219816156,0.05488800862571845,1.0948501016574865,0.032520357568752545
19,0.95,1.2834902869971145,0.05550375383762578,0.7604495793204894,0.03288517777199619
20,1.0,0.7026296077502909,0.05614491042742047,0.4162979611493004,0.03326505385203156
