,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,0.50861774390351,0.19529790213350576
1,0.1,-0.01568932104517362,0.0035184542069462586,-0.009295697606360774,0.0020846336342681677,-1.5134725264972486,0.2530440149247066
2,0.2,-0.12324936665011332,0.006666586439030345,-0.07302348133843427,0.003949856811869821,-3.6819357941767703,0.22338893366564594
3,0.3,-0.33579028567235714,0.00965300488987102,-0.198950926287785,0.005719266894380127,-6.770656821457569,0.29009598364415695
4,0.4,-0.6744531902287383,0.012660836997711734,-0.39960383804755595,0.0075013642614163555,-10.13818280961084,0.3040377550368557
5,0.5,-1.1726984432015488,0.015882745930878996,-0.6948070015308309,0.009410299075849804,-14.399868163093934,0.39225205666798385
6,0.6,-1.880134814287743,0.01949873147218701,-1.1139529009884397,0.011552718626332023,-20.16959875623544,0.4613825519719916
7,0.7,-2.860578853988147,0.023551855667232294,-1.6948519269419797,0.013954136557017783,-28.784780188382474,0.6445153617643959
8,0.8,-4.178211387244102,0.027843216834418514,-2.475530297292385,0.01649670647543461,-37.04457699662331,0.5948578569396126
9,0.9,-5.877031180942612,0.032124879429084374,-3.4820566501188144,0.01903353012878981,-47.47115310450224,0.6276473814428728
10,1.0,-7.972593821850901,0.036616830814168354,-4.723647447386783,0.021694946873210313,-56.91618902197147,0.598230040437862
