,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,0.5206492549840687,0.20854202997764199
1,0.1,-0.01606083431292049,0.0036106547816156837,-0.00951581388696861,0.002139261151851111,-1.4005931544110308,0.21741149144761654
2,0.2,-0.12712832988710332,0.006812276385610161,-0.07532171140036174,0.004036176014835551,-4.32452196371129,0.22021475233284343
3,0.3,-0.34637169029954684,0.009839528749957298,-0.20522025670569752,0.005829779605206868,-7.26325146418721,0.2808988085592224
4,0.4,-0.6949790682213663,0.012885933483719953,-0.4117651262495856,0.0076347306996556,-10.393484040383354,0.3121984045108184
5,0.5,-1.205756451155482,0.016131443895876195,-0.7143933969219152,0.0095576490517522,-15.089603111432133,0.3761009328265376
6,0.6,-1.9265272248700116,0.019727486838276197,-1.1414397386126567,0.01168825289852104,-20.69229470362543,0.44014818209417084
7,0.7,-2.9197329132593097,0.023724878444921375,-1.7298998583081764,0.01405665007023989,-27.785857496543485,0.6077357958927395
8,0.8,-4.252118221553859,0.028004489846450265,-2.5193190361937576,0.01659225842109228,-37.44153970974467,0.5321007494817167
9,0.9,-5.974362806202455,0.03235913508380624,-3.53972424155544,0.01917232324307466,-48.54679029619403,0.5884970204118817
10,1.0,-8.108483070839494,0.0369716165350975,-4.8041598776517,0.02190515232233818,-57.93658292751696,0.6075621745779048
