,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,5.881282347934256e+16,4.3831839876320216e+16
1,0.05,4.564571624441825,0.10616253914735262,2.704443194273143,0.06289978120760081,91254.86419248633,3321.1133050566114
2,0.1,7.998987374864753,0.12329653501311816,4.739285248848542,0.07305142791673537,7763.316120403828,216.3574756396617
3,0.15,10.473032374754531,0.1303431994940895,6.205121413287216,0.07722647551503428,1957.486442318781,52.88655711973778
4,0.2,12.43262076800576,0.13447998597440955,7.366149419798776,0.0796774621493454,665.5651940960468,16.661873611323628
5,0.25,13.967172448881612,0.13713577189565704,8.275349272723114,0.08125097720204051,282.5774510346865,8.111083281299669
6,0.3,15.105710661651266,0.1390623116326076,8.949916827859532,0.08239242435388137,117.74570830469149,4.102705482637332
7,0.35,15.850692204888734,0.14042989673795753,9.391307703112597,0.0832026989064699,48.84404416797152,2.2585524798152266
8,0.4,16.21732702960818,0.14144541689469556,9.608533576223369,0.08380438002849047,13.492827703943785,1.4569692557462564
9,0.45,16.194324034220056,0.14224704319044665,9.594904631506587,0.08427933210685983,-12.578293755289215,0.9048239302083022
10,0.5,15.777545824229126,0.14286545579956478,9.347969522087826,0.08464573270467862,-24.220450426324405,0.5659958388876333
11,0.55,14.978402120576977,0.14334268759574287,8.874488343916463,0.08492848569651548,-32.83934171236963,0.43253260203176397
12,0.6,13.818855792277365,0.14371560765779665,8.187473781756367,0.08514943548256525,-38.07206351730884,0.41340870910579247
13,0.65,12.334960174635105,0.1440113419159815,7.308286919476582,0.08532465378729702,-41.844048241584275,0.276612642583673
14,0.7,10.582422953218446,0.14424881857315086,6.269933761473451,0.08546535529931655,-44.907143713237346,0.22771893590924905
15,0.75,8.642326445564116,0.14444087536808736,5.120454417505341,0.08557914619465462,-47.01182698059229,0.1811877396759332
16,0.8,6.626233744990492,0.14459688258759237,3.92594841963816,0.08567157823379463,-48.64128517563925,0.1509672408410618
17,0.85,4.680438913306245,0.14472335593176386,2.773092900442794,0.08574651187555633,-49.83044533188775,0.17456949684436346
18,0.9,2.9893593091280746,0.14482258742791684,1.7711524988496807,0.08580530511323749,-50.9141344790858,0.16191768848985086
19,0.95,1.7775461205705128,0.14489066068091375,1.0531705719200766,0.08584563753891215,-51.481935526379154,0.14522041676746753
20,1.0,1.3089882429423874,0.1449167079122871,0.775556752369286,0.08586107014977101,-51.41362778312523,0.15737305229258136
