,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.045196204314327915,0.0007910241340430603,0.026778102573822453,0.00046867044967887
2,0.1,0.19561042369442383,0.0017657750187336499,0.11589636938909044,0.0010461963629753998
3,0.15,0.4702450273643102,0.0029877255860223276,0.2786134315619839,0.0017701845413504477
4,0.2,0.886228742260224,0.004580029882145979,0.5250778140364913,0.002713601990165283
5,0.25,1.4491188314114911,0.006799897947852439,0.8585821154209834,0.004028841968071919
6,0.3,2.1287788253640922,0.010126242548901269,1.2612709099668697,0.005999653417265418
7,0.35,2.821478843213063,0.014936365485522808,1.6716857315709928,0.008849582240795276
8,0.4,3.369599120030836,0.0201623509449428,1.9964391310675351,0.011945903642220779
9,0.45,3.710023335937116,0.023881439079142832,2.1981355945305423,0.014149409999658915
10,0.5,3.9062266653389255,0.026064368686248687,2.314383252044152,0.015442764470843643
11,0.55,4.022303146095272,0.027491681637298638,2.383156901408251,0.016288426915024697
12,0.6,4.087522986246583,0.028559299891187873,2.421798720913135,0.016920975412095456
13,0.65,4.1149536551153485,0.0294169632013941,2.438050998638225,0.017429128617501375
14,0.7,4.112044820045448,0.03013484310223538,2.4363275555957427,0.017854462158493425
15,0.75,4.083817496105427,0.030751465328861905,2.4196032711714692,0.018219801980374647
16,0.8,4.034089336683586,0.03129164434950421,2.390140050221667,0.018539850299529648
17,0.85,3.965996728742274,0.0317759548492221,2.3497961570201427,0.01882679732164746
18,0.9,3.882089199243069,0.032222936690397504,2.300082149710607,0.019091627649176462
19,0.95,3.7843943871918064,0.03264867800617777,2.242199375311128,0.019343873270171317
20,1.0,3.674610714117298,0.0330674972666852,2.1771541242083,0.019592017672735787
