,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,432806680145715.1,406404782163015.56
1,0.05,0.7933150562691811,0.021665453354941574,0.4700277882273256,0.01283647025338965,18268.52668458929,874.2291725810765
2,0.1,1.7361974949627053,0.029318237952791173,1.0286721045241887,0.017370635324229902,2700.8534520006633,80.5269526469191
3,0.15,2.741438045104789,0.03474973713371642,1.6242627071300995,0.020588720656903304,858.466537533754,21.60664820714379
4,0.2,3.714239823250442,0.03890791364779579,2.200633802764849,0.02305238057930917,368.446102936003,11.316088096231612
5,0.25,4.6047998783769275,0.042267003963888994,2.7282778575282256,0.02504259339482567,175.46348095917386,6.706429990731555
6,0.3,5.370428189525373,0.044918447695182266,3.1819016465253926,0.02661353576227535,87.52513395685972,2.915568827103332
7,0.35,5.996351797631019,0.04697408731910991,3.5527524034752744,0.027831472744804162,48.048646826631355,1.8538047400433806
8,0.4,6.474697478022095,0.048604408342141796,3.8361653557261435,0.028797414558842008,27.830588037051125,1.29931196582756
9,0.45,6.795983117652466,0.04992707212508752,4.026522487349049,0.02958107387244442,12.108393109457781,0.9101006534699694
10,0.5,6.955316435145067,0.0509872464151223,4.1209251918233205,0.030209211927738608,4.134382429685282,0.5607314161832716
11,0.55,6.955510792269542,0.051828769140713535,4.121040345630904,0.03070780206834785,-2.7851998287720736,0.3769130135953167
12,0.6,6.805205410483471,0.05249581787550218,4.031986563528477,0.03110301887278747,-7.022473475798671,0.31946148531367063
13,0.65,6.518718255000404,0.053023820100354294,3.862247034468595,0.03141585261515141,-9.363511680463263,0.2717254989295235
14,0.7,6.117208998525297,0.0534418913825657,3.624358560926556,0.03166355385130759,-11.042133779326752,0.1886727600363961
15,0.75,5.629867909857574,0.05377358912946273,3.3356159583393405,0.0318600800070914,-12.268454388422802,0.16982431500558126
16,0.8,5.095018722425906,0.05403659046832893,3.018725488888338,0.032015904526784066,-13.013749065105507,0.15647788006686256
17,0.85,4.561060535838526,0.05424254975145639,2.7023629246533525,0.03213793244690013,-14.029104007409641,0.12005294533828677
18,0.9,4.087124878259922,0.05439666927016159,2.421562847643156,0.03222924605040129,-14.274118569229385,0.12526739440686485
19,0.95,3.7432413386567704,0.05449707253547219,2.2178167845246857,0.0322887335444956,-14.386581000576546,0.11183743003848942
20,1.0,3.609482035312225,0.054534128222027654,2.1385663164930646,0.03231068850709876,-14.607469647708026,0.11373816448218937
