,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.04681586886160538,0.0007840967567940641,0.027737730578876633,0.000464566078053964
2,0.1,0.19940121033593172,0.0017507034403830318,0.11814235608336676,0.0010372666690520915
3,0.15,0.47708377356645926,0.002960867728608472,0.2826652905633256,0.001754271646193601
4,0.2,0.8976147618278052,0.004533154162773866,0.531823867261841,0.0026858287990176753
5,0.25,1.4677494424668431,0.006719309811530794,0.8696204851562721,0.0039810946535928995
6,0.3,2.159217238975625,0.010007339698797515,1.2793052332964434,0.0059292051846161825
7,0.35,2.868842581093798,0.014837465805187666,1.6997480666827907,0.008790985599225242
8,0.4,3.4336091595615184,0.020181296153327033,2.0343641610631105,0.011957128406359537
9,0.45,3.784637189461625,0.023989456512583666,2.2423432321722294,0.01421340877912108
10,0.5,3.98785156250163,0.026197530929146774,2.362744832445887,0.015521661189127458
11,0.55,4.110360194533808,0.027634387379077748,2.4353294391513742,0.016372978019463857
12,0.6,4.18210620858661,0.028709775115100193,2.4778379230542975,0.017010129823220765
13,0.65,4.21636646119488,0.029570397857840876,2.4981366311530766,0.017520036449940934
14,0.7,4.220999091454004,0.03028519332288861,2.5008813981118827,0.01794354250698129
15,0.75,4.201445931959263,0.030897639480252613,2.4892964316631296,0.01830640806774338
16,0.8,4.161568839043003,0.031437638959682664,2.4656698262731953,0.018626350011306206
17,0.85,4.1041505367570075,0.031925807219853226,2.4316503060157895,0.018915582701140465
18,0.9,4.031347385286269,0.03237813758554262,2.3885154833607167,0.019183581952702512
19,0.95,3.9449882751535146,0.03281026417182767,2.3373489497014774,0.019439610754854564
20,1.0,3.8466435606004676,0.03323918458155534,2.2790811173945964,0.019693739943399104
