,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.04688643525232372,0.0007882792504878441,0.027779540152879315,0.0004670441455564357
2,0.1,0.19962145891386207,0.0017557256598820287,0.11827285020562843,0.0010402422620456333
3,0.15,0.4776327893738088,0.002962911635788577,0.28299057455181303,0.001755482631871504
4,0.2,0.898810404470991,0.004529705541138472,0.5325322683726555,0.002683785540180083
5,0.25,1.4699388408687302,0.0067154073185788235,0.8709176722955494,0.003978782482512455
6,0.3,2.162029510114314,0.010028648565556098,1.2809714635951974,0.005941830382427592
7,0.35,2.8692663052184404,0.014920479874382908,1.6999991171469795,0.008840170244124193
8,0.4,3.425910256923256,0.020296003793778654,2.029802671715035,0.012025091037483428
9,0.45,3.765418126687056,0.024083339594451327,2.2309562132365044,0.014269033158078094
10,0.5,3.9563092626893717,0.026276594554176205,2.3440564723811206,0.015568505252539774
11,0.55,4.065771997129669,0.02769711407756647,2.408911571948058,0.016410142688305655
12,0.6,4.124537719953704,0.028743954298586755,2.443729419541245,0.017030380499028126
13,0.65,4.146941928244283,0.029575209027137082,2.4570035914942254,0.017522886998717502
14,0.7,4.141046174414143,0.030268276086532785,2.4535104419430924,0.017933519287171695
15,0.75,4.111919317043537,0.030864508909439464,2.4362531968678476,0.018286778679899356
16,0.8,4.063184723576178,0.031389624953989906,2.407378649490232,0.01859790240184593
17,0.85,3.9976859665238624,0.03186332421527938,2.3685715757234473,0.018878562417446672
18,0.9,3.917699382280386,0.032302184231669535,2.3211806722195774,0.019138580680323657
19,0.95,3.825085262071102,0.0327216059819184,2.266308134837886,0.019387082049415305
20,1.0,3.72140756023499,0.03313783907480209,2.2048805840843495,0.019633694184769453
