,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2.30380326065309e+17,2.220362708311589e+17
1,0.05,0.7646192748456961,0.02084059085255816,0.45302594946560315,0.012347751055987477,19725.738220919593,844.0733101551872
2,0.1,1.7516262579424788,0.02904201102001498,1.037813425215329,0.017206974829908517,2745.890235545875,82.2079455398754
3,0.15,2.777802635393763,0.03467559977615192,1.6458082051113199,0.02054479533628108,862.6378677955552,22.969206411324762
4,0.2,3.7716753490656627,0.03900708422163782,2.2346635277161946,0.02311113772139521,382.81279146232293,9.84857601848231
5,0.25,4.681188837648848,0.04242519075992314,2.773537219855751,0.025136316801786282,186.76478749095165,5.78081424378316
6,0.3,5.463032729362639,0.04516941592740617,3.236768507674124,0.02676223083893541,97.55888304675108,2.844936469928962
7,0.35,6.092793698572387,0.04732393749147879,3.609892846019112,0.02803875395222612,49.396579076205626,1.631930085187945
8,0.4,6.561378254058735,0.04900879791161854,3.887522471818121,0.02903700957651032,23.074947526828392,1.102028525883741
9,0.45,6.867408546939889,0.050314392735406784,4.068841029378286,0.029810555776720104,10.969489560302847,0.9023292169361448
10,0.5,7.014439186764084,0.05132420389862793,4.155954573854827,0.030408854401995467,2.519665779728948,0.5322332678211243
11,0.55,7.0075483149961775,0.05212291445253423,4.151871831203681,0.030882078945157317,-2.9058538661329787,0.3681856017786296
12,0.6,6.853482467103338,0.052768403658897095,4.060590026888766,0.03126452203834425,-6.308080797642292,0.3373791205586742
13,0.65,6.5641984538119855,0.0532903248043892,3.8891933997072416,0.03157375282843969,-8.863045239973781,0.2502598035529081
14,0.7,6.159729093207004,0.05370760123226243,3.6495511069403026,0.0318209831248052,-10.448778002343461,0.2352730466547865
15,0.75,5.669247209443266,0.05403804911185664,3.3589476283233317,0.03201676875214538,-12.303396444436657,0.17535234097892588
16,0.8,5.1314507819445945,0.054298305865656336,3.0403109614201047,0.032170967144565896,-13.317986068820566,0.14127714745452538
17,0.85,4.595041777389667,0.05450088037824168,2.7224963227040777,0.03229098963670099,-14.077725944978248,0.123571274668115
18,0.9,4.119287265015214,0.05465192924235576,2.4406186003245627,0.032380483921415154,-14.458110370327564,0.1102175992587742
19,0.95,3.774261144063863,0.05475019005239874,2.2361955741512256,0.032438702041503696,-14.838508828150234,0.10309478380998069
20,1.0,3.640092611319438,0.05478644169473763,2.156702643571865,0.032460180619445084,-14.956862398967598,0.09174111633091751
