,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2398512937249.858,1504949967303.4116
1,0.05,0.8057407877355773,0.021525985659260106,0.47738985583476956,0.012753837644803334,19458.018066235018,906.4483945235957
2,0.1,1.7956840745966174,0.029766270739793987,1.0639170494342587,0.0176360883220825,2947.8655517854118,80.78490401582705
3,0.15,2.8262719214424186,0.03537945684682594,1.6745255616500276,0.020961820551600854,851.9286938856352,22.61306724078221
4,0.2,3.8157574851753813,0.03968990496199347,2.260781560863616,0.023515699212834005,359.3276866124634,9.705591377494756
5,0.25,4.715539084791245,0.043007234581955385,2.7938892484247444,0.025481169415081908,193.94302537541228,4.678279555343549
6,0.3,5.5003684476070775,0.04563167559282274,3.258889385035057,0.027036113058118615,92.85068421521053,3.3614130207090587
7,0.35,6.1481180678957825,0.047713890411710994,3.6426717410402647,0.028269795462356414,52.8074344162036,1.7750582976318454
8,0.4,6.644246353567248,0.049386421112175505,3.9366206317720804,0.029260745904641842,26.193220052527955,1.264626106055367
9,0.45,6.978577979694156,0.05073184643907423,4.134707323208269,0.03005789110645011,11.411793580532622,0.7656446303190262
10,0.5,7.14770897481391,0.05180883999399167,4.234915011097972,0.03069599433486175,3.529097849983276,0.5769457926349613
11,0.55,7.154689206431189,0.05266669036483032,4.2390506981777225,0.031204258371008403,-2.0272270722350663,0.43175815541974205
12,0.6,7.008785138986242,0.0533425130961234,4.152604631671644,0.03160467364248619,-6.5979077452875705,0.3147381835032437
13,0.65,6.725676710212812,0.053870018848974015,3.984866949708708,0.0319172132323127,-8.739580203794796,0.22133088080034632
14,0.7,6.327628958909716,0.054281998826016725,3.7490293683148517,0.03216130545755545,-10.660905987666743,0.24426880679630672
15,0.75,5.844220809671547,0.05460634747546974,3.462616975909198,0.03235347737854972,-12.045378273720736,0.18214535704138418
16,0.8,5.31359697798572,0.05486333655191943,3.1482299691115223,0.03250573971902551,-12.684351833145092,0.14540063096735045
17,0.85,4.783721187120112,0.05506534062349748,2.8342861657668155,0.03262542423304856,-13.71481885547124,0.12088091896116242
18,0.9,4.313251390450287,0.05521725872712291,2.5555395616163405,0.032715433529701216,-14.144723515797702,0.12085749316697025
19,0.95,3.971776914803443,0.05531664334382469,2.3532208343263448,0.03277431748911054,-14.794958400718146,0.09793452415256997
20,1.0,3.8389296824743697,0.055353409601340726,2.2745107552848487,0.03279610096916061,-14.61996866961918,0.10963368750508885
