,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,2958113294531352.5,2993308022273719.0
1,0.05,0.7842659970465942,0.021445933134250507,0.46466635047530164,0.012706407672341666,18892.626569420543,761.2149496304311
2,0.1,1.7519507912394987,0.029214660798744296,1.0380057065373574,0.017309267346598812,2888.084292458832,77.90951405996714
3,0.15,2.7740678276156485,0.03488155866443977,1.6435953850904104,0.020666823022460337,854.0380433884623,23.630701083694643
4,0.2,3.754619613830992,0.03912951912821259,2.224558249308088,0.02318367864682501,365.42545036659686,8.223573838223674
5,0.25,4.648474563662023,0.042493526768370773,2.754154481908228,0.025176804906295452,179.41205344696317,5.4186722664148625
6,0.3,5.419717547548305,0.04513858654576153,3.2111048839423346,0.02674396487265589,93.54802868273303,2.989732174822338
7,0.35,6.050430751772255,0.047221744245543755,3.584793407870415,0.02797820592029476,49.36991101330617,2.104036077131909
8,0.4,6.527271103537111,0.04889131144135828,3.8673144745089463,0.028967400528595914,26.09812819395398,1.223542735108342
9,0.45,6.843592562225411,0.0502043860973089,4.054730400150542,0.029745378422040065,12.80229381692306,0.8682021559361314
10,0.5,7.001065547645241,0.05123056745512051,4.14803088456404,0.03035337615272809,3.37731926654332,0.5736933238928277
11,0.55,7.004539654423421,0.05204160551454171,4.150089242983069,0.030833904566030485,-3.1082055425639123,0.47297194996032665
12,0.6,6.8615949273718675,0.052689289523427094,4.065396543198983,0.031217648048220626,-5.626882171514419,0.31120124642632685
13,0.65,6.584759359621926,0.0532095609507589,3.9013754413884443,0.03152590140397651,-8.7214734398837,0.267062881603504
14,0.7,6.1935843410484255,0.05362755811500261,3.669609855525797,0.03177355872630029,-10.774215123324185,0.20611633549742586
15,0.75,5.716209605983868,0.0539622868430601,3.386772174449611,0.03197188069493267,-11.979362006013616,0.1538519585207876
16,0.8,5.190385072377617,0.05422892415384793,3.075228682902982,0.03212985947581939,-12.913922301381515,0.15168317134373827
17,0.85,4.664152703274614,0.05443825411032314,2.7634435546762166,0.032253884471531026,-13.57081949302289,0.12524612380604117
18,0.9,4.196317677558709,0.05459517913021581,2.4862580145118214,0.032346860294231984,-14.23607258557803,0.11743541930963255
19,0.95,3.8565158731035103,0.05469755266017682,2.2849303209031198,0.032407515141861985,-14.502024960539705,0.10438261584798661
20,1.0,3.724277392747646,0.05473536599929676,2.206580918671279,0.03242991900273867,-14.504821697701786,0.09847083932993018
