,lambda,f,df,F,dF
0,0.0,0.0,0.0,0.0,0.0
1,0.05,0.04460708729609131,0.0007938957324589219,0.026429059193263098,0.0004703718305381116
2,0.1,0.19428551320241105,0.0017687735311276115,0.11511137893260194,0.0010479729385456835
3,0.15,0.4680565470815292,0.00298801457393602,0.2773167883951037,0.0017703557625428654
4,0.2,0.8830513004712834,0.004576462128419856,0.5231952253669905,0.00271148814727326
5,0.25,1.4446630744208804,0.006798209072019901,0.8559421433359652,0.004027841333373402
6,0.3,2.121961912175564,0.010145145813748419,1.257231986712835,0.006010853330460267
7,0.35,2.8094134728428806,0.014985397018566398,1.6645371727425364,0.008878632720611271
8,0.4,3.348960562237467,0.020197176964084334,1.9842110817003145,0.011966537558872808
9,0.45,3.6806872664117574,0.023878090605210924,2.180754394255416,0.014147426076898702
10,0.5,3.869715132509368,0.02603945554620872,2.2927506927159915,0.015428003792827707
11,0.55,3.9800500188322765,0.027445569610253216,2.3581225297596,0.01626110620062307
12,0.6,4.0414650055249375,0.028489957592519818,2.3945100281828835,0.0168798910950691
13,0.65,4.0673310268424085,0.02932753839580209,2.4098352746836467,0.01737614570326962
14,0.7,4.064977807156687,0.03002836589830312,2.4084410257842315,0.01779137594291563
15,0.75,4.03925001477594,0.030631299308144948,2.3931976779451465,0.018148605337261262
16,0.8,3.9937286123374616,0.03116295954453847,2.36622690014876,0.018463606398977747
17,0.85,3.931163636971382,0.03164393844407953,2.3291580499366984,0.018748579495793127
18,0.9,3.8536974858372037,0.03209092631839747,2.2832604668865075,0.019013413397872513
19,0.95,3.7630741542528963,0.0325187063567746,2.229567443200959,0.019266866932754093
20,1.0,3.6608104943942017,0.03294239801446311,2.1689776920301402,0.01951789816073841
