,lambda,f,df,F,dF,E,dE
0,0.0,0.0,0.0,0.0,0.0,10178839090214.977,10189662719542.586
1,0.05,0.7812826154414045,0.021389414521388178,0.46289873968026646,0.012672921205158894,19379.098740788657,784.2320367076231
2,0.1,1.747234476452002,0.029222312001464565,1.0352113576962094,0.017313800574429883,2734.4867967017276,84.82042218594519
3,0.15,2.7692733447561118,0.03481058313585137,1.640754722788147,0.020624771040140027,864.3042520768117,21.62743660201585
4,0.2,3.7495708566736514,0.03909314511993243,2.221566933132744,0.023162127568819142,358.3302943033406,10.64743714493245
5,0.25,4.635907059371297,0.042500209297911255,2.746708415936548,0.02518076420916618,178.38913384836167,6.380811197844294
6,0.3,5.39199755425274,0.04513046992275434,3.1946811856456394,0.026739155889982744,91.32910817378263,2.5820532481815333
7,0.35,6.010030236041995,0.047150105526990824,3.5608566819733416,0.027935761007436017,44.8520456177296,1.649711432235581
8,0.4,6.484310002695077,0.04873841233606866,3.8418606386728333,0.028876810002532796,25.3480269520376,1.2922583781749273
9,0.45,6.806559685635287,0.050025530798265855,4.0327889521245694,0.029639409223601688,13.321040316271793,0.920481519889717
10,0.5,6.97018360445122,0.05107389907911792,4.129733776320677,0.03026055238784964,2.706456299820467,0.5888004944738287
11,0.55,6.975263060588677,0.051918497707073005,4.132743281201265,0.03076096495647592,-2.3039492131152697,0.43202760679254704
12,0.6,6.829273833430051,0.05259191958026757,4.046246758786717,0.031159957753978233,-6.3159469387232345,0.3058582368133864
13,0.65,6.546637628765337,0.0531243140446961,3.878788862832648,0.031475393835270635,-9.086619044501322,0.2579423995446276
14,0.7,6.1489838802795695,0.05354323105699351,3.643184722454843,0.03172359615436811,-10.928326327203527,0.20427039452471799
15,0.75,5.665838250451362,0.05387306430621879,3.356927869032921,0.031919017622033516,-11.56698269404856,0.16566625939824986
16,0.8,5.135514565828053,0.05413319133988507,3.0427186950632286,0.03207313915713622,-13.275862854194843,0.15477432221512957
17,0.85,4.606081541219213,0.05433659258294868,2.7290372243727754,0.032193651475217626,-13.61860767268529,0.12679776515671337
18,0.9,4.136150001068595,0.05448903940135678,2.4506095294869388,0.03228397402779293,-14.098055206959666,0.12977222749659578
19,0.95,3.795147067961585,0.05458862916439109,2.2485701843860264,0.0323429795334608,-14.48464912388596,0.09331146835959288
20,1.0,3.6624999287652606,0.05462545970086097,2.169978657654716,0.03236480109786873,-14.60474462241606,0.11430756338111406
